id,community,area,price,phone,url
811,新亚·香榭水岸,40m²,1000元/月,131 5738 5901,https://jx.fccs.com/rent/23153418.html
810,华美小区,29m²,500元/月,180 0660 3399,https://jx.fccs.com/rent/23130105.html
809,清沁苑,60m²,1300元/月,131 5738 5901,https://jx.fccs.com/rent/23126975.html
808,好一家家居购物广场,40m²,900元/月,139 5732 5007,https://jx.fccs.com/rent/22941952.html
807,旭辉广场,56m²,1600元/月,131 8533 7696,https://jx.fccs.com/rent/23146559.html
806,巴黎都市,42m²,1580元/月,189 0683 8285,https://jx.fccs.com/rent/23157775.html
805,大树银河湾,120m²,2800元/月,177 0673 1777,https://jx.fccs.com/rent/23160067.html
804,新希望锦棠里,100m²,2500元/月,131 5738 5901,https://jx.fccs.com/rent/23153189.html
803,探花苑,70m²,1600元/月,189 0683 8285,https://jx.fccs.com/rent/23146280.html
802,都市·文涛苑,58m²,1400元/月,133 6231 1010,https://jx.fccs.com/rent/23164584.html
801,革新小区,30m²,1200元/月,138 1940 6183,https://jx.fccs.com/rent/22981713.html
800,养护院公寓,60m²,1200元/月,138 1940 6183,https://jx.fccs.com/rent/22389683.html
799,银柳坊,57m²,1300元/月,131 0573 2586,https://jx.fccs.com/rent/23144670.html
798,养护院公寓,60m²,1500元/月,138 1940 6183,https://jx.fccs.com/rent/21299664.html
797,嘉兴人才公寓,13m²,650元/月,151 5735 4593,https://jx.fccs.com/rent/23158435.html
796,中央大厦,40m²,1800元/月,138 1940 6183,https://jx.fccs.com/rent/22883749.html
795,天竹坊,75m²,1500元/月,131 0573 2586,https://jx.fccs.com/rent/23129022.html
794,中山·怡和园,124m²,1900元/月,135 8647 5094,https://jx.fccs.com/rent/22917691.html
793,华美小区,60m²,1300元/月,131 5738 5901,https://jx.fccs.com/rent/23164585.html
792,橘红九里,95m²,1550元/月,139 5738 5053,https://jx.fccs.com/rent/23154681.html
791,秀水人家,77m²,1900元/月,131 0573 2586,https://jx.fccs.com/rent/23154963.html
790,桐乡商业广场G幢,30m²,800元/月,151 5737 5173,https://jx.fccs.com/rent/21453401.html
789,月河苑,105m²,1500元/月,151 5735 4593,https://jx.fccs.com/rent/23157801.html
788,天通科技园,2000m²,46000元/月,156 5733 6620,https://jx.fccs.com/rent/23163125.html
787,旭辉广场,45m²,1500元/月,189 6736 9206,https://jx.fccs.com/rent/23163032.html
786,天竹坊,78m²,1400元/月,131 0573 2586,https://jx.fccs.com/rent/23115119.html
785,冶金二村,57m²,1100元/月,131 0573 2586,https://jx.fccs.com/rent/23160328.html
784,百墅花园,75m²,1700元/月,151 5735 4593,https://jx.fccs.com/rent/23156417.html
783,清河社区,68m²,1000元/月,151 5735 4593,https://jx.fccs.com/rent/23159759.html
782,罗马都市,2500m²,23000元/月,156 5733 6620,https://jx.fccs.com/rent/23141127.html
781,巴黎都市,34m²,1100元/月,189 6736 3775,https://jx.fccs.com/rent/23148433.html
780,旭辉广场,93m²,2200元/月,139 0673 0192,https://jx.fccs.com/rent/23164657.html
779,静安府邸,138.6m²,5300元/月,158 5730 5558,https://jx.fccs.com/rent/23123883.html
778,江南摩尔,33m²,1200元/月,177 3150 6981,https://jx.fccs.com/rent/23163786.html
777,吉安里,56m²,1200元/月,133 9573 5167,https://jx.fccs.com/rent/23162109.html
776,禾峰大厦,50m²,2200元/月,139 0573 1839,https://jx.fccs.com/rent/23157182.html
775,彩虹公寓,74m²,1300元/月,133 5609 6116,https://jx.fccs.com/rent/23156641.html
774,化肥新村,40m²,1100元/月,133 9573 5167,https://jx.fccs.com/rent/23160988.html
773,佳源·四季华庭,143m²,2800元/月,134 8415 5101,https://jx.fccs.com/rent/23098491.html
772,荣盛·祥云府,89m²,1200元/月,137 3648 7784,https://jx.fccs.com/rent/23152702.html
771,新虹桥花苑,96m²,2000元/月,133 5609 6116,https://jx.fccs.com/rent/23143029.html
770,中梁·秀湖壹号院,118m²,4800元/月,158 5730 5558,https://jx.fccs.com/rent/23158108.html
769,万科紫元·尚宸,163m²,4000元/月,137 5075 8697,https://jx.fccs.com/rent/23110308.html
768,文运里,58m²,1500元/月,133 9573 5167,https://jx.fccs.com/rent/23163567.html
767,文武里,60m²,1550元/月,133 9573 5167,https://jx.fccs.com/rent/23160299.html
766,盛大·晶座,45m²,1600元/月,159 5739 5189,https://jx.fccs.com/rent/23118706.html
765,文经里,58m²,1300元/月,133 9573 5167,https://jx.fccs.com/rent/23164046.html
764,龙盛·右岸名邸,90m²,3000元/月,159 5739 5189,https://jx.fccs.com/rent/23118711.html
763,电控厂宿舍,58m²,1250元/月,131 0573 1926,https://jx.fccs.com/rent/23164616.html
762,佳源·优优花园,96m²,2900元/月,131 0573 1926,https://jx.fccs.com/rent/23164667.html
761,华章·御上江南,90m²,3000元/月,182 6735 8229,https://jx.fccs.com/rent/23164700.html
760,龙润壹城,105m²,1500元/月,133 3583 3899,https://jx.fccs.com/rent/22893114.html
759,文昌里小区,60m²,1100元/月,135 6734 6226,https://jx.fccs.com/rent/23129737.html
758,王安里,85m²,1500元/月,135 6734 6226,https://jx.fccs.com/rent/23138859.html
757,电子小区中旺苑,78m²,1300元/月,131 0573 1926,https://jx.fccs.com/rent/23164664.html
756,王安里,90m²,1500元/月,135 6734 6226,https://jx.fccs.com/rent/23140703.html
755,嘉州美都三期欢欣园,110m²,1600元/月,131 0573 1926,https://jx.fccs.com/rent/23164669.html
754,新星宇·东樾名庭,100m²,3000元/月,135 1573 2468,https://jx.fccs.com/rent/23077513.html
753,赞成·学仕苑,70m²,2000元/月,135 1573 2468,https://jx.fccs.com/rent/23018242.html
752,栅堰新村,60m²,1200元/月,131 0573 1926,https://jx.fccs.com/rent/23164613.html
751,泰富商业广场,40.3m²,1300元/月,177 5825 5025,https://jx.fccs.com/rent/20741475.html
750,栅堰新村,50m²,1500元/月,131 0573 1926,https://jx.fccs.com/rent/23164672.html
749,祥生·玖熙花苑,90m²,2500元/月,139 5737 4119,https://jx.fccs.com/rent/22592889.html
748,王冠里,20m²,780元/月,135 6734 6226,https://jx.fccs.com/rent/23163729.html
747,王安里,70m²,1900元/月,135 6734 6226,https://jx.fccs.com/rent/23162858.html
746,王安里,65m²,1300元/月,135 6734 6226,https://jx.fccs.com/rent/23163556.html
745,融寓（中纬大厦）,50m²,1450元/月,135 6734 6226,https://jx.fccs.com/rent/23163855.html
744,腾飞新村,50m²,1000元/月,135 6734 6226,https://jx.fccs.com/rent/23160504.html
743,嘉兴颐高广场,50m²,1500元/月,135 6734 6226,https://jx.fccs.com/rent/23163701.html
742,新丰镇双龙景苑,300m²,1100元/月,180 6966 0726,https://jx.fccs.com/rent/23051246.html
741,紫元·尚园,20m²,500元/月,135 6734 6226,https://jx.fccs.com/rent/23161916.html
740,天城园林居,148m²,2500元/月,135 6734 6226,https://jx.fccs.com/rent/23161911.html
739,世合理想大地·至善里,288m²,3000元/月,137 5733 6515,https://jx.fccs.com/rent/23096105.html
738,融寓（中纬大厦）,50m²,1500元/月,135 6734 6226,https://jx.fccs.com/rent/23163865.html
737,云都大厦,50m²,1400元/月,135 6734 6226,https://jx.fccs.com/rent/23163680.html
736,文昌里小区,75m²,1500元/月,135 6734 6226,https://jx.fccs.com/rent/23162912.html
735,文萃苑,60m²,1200元/月,135 6734 6226,https://jx.fccs.com/rent/23148297.html
734,文昌里小区,80m²,1500元/月,135 6734 6226,https://jx.fccs.com/rent/23163175.html
733,探花苑,70m²,1700元/月,158 2430 1794,https://jx.fccs.com/rent/23144133.html
732,文运里,60m²,1500元/月,135 6734 6226,https://jx.fccs.com/rent/23163755.html
731,新洲国际,100m²,1050元/月,180 6966 0726,https://jx.fccs.com/rent/23154884.html
730,紫元·尚园,15m²,500元/月,135 6734 6226,https://jx.fccs.com/rent/23163611.html
729,王冠里,60m²,1300元/月,135 6734 6226,https://jx.fccs.com/rent/23162859.html
728,中山·怡和园,70m²,1300元/月,131 7556 0559,https://jx.fccs.com/rent/23164478.html
727,泰富商业广场,45m²,1100元/月,131 7556 0559,https://jx.fccs.com/rent/23163539.html
726,泾水公寓二期,68m²,1300元/月,131 7556 0559,https://jx.fccs.com/rent/23164481.html
725,协和广场,60m²,1200元/月,131 7556 0559,https://jx.fccs.com/rent/23163497.html
724,中山·怡和园,70m²,1300元/月,131 7556 0559,https://jx.fccs.com/rent/23164476.html
723,泰富商业广场,50m²,850元/月,131 7556 0559,https://jx.fccs.com/rent/23163530.html
722,双溪花园,120m²,900元/月,131 7556 0559,https://jx.fccs.com/rent/23163506.html
721,庆丰苑,70m²,800元/月,131 7556 0559,https://jx.fccs.com/rent/23163535.html
720,万家花园,68m²,1200元/月,131 7556 0559,https://jx.fccs.com/rent/23163536.html
719,泰富商业广场,45m²,900元/月,131 7556 0559,https://jx.fccs.com/rent/23158859.html
718,泾水公寓三期,124m²,1000元/月,131 7556 0559,https://jx.fccs.com/rent/23164498.html
717,隆腾广场·青春里,90m²,2500元/月,150 6737 1827,https://jx.fccs.com/rent/23154648.html
716,中山·怡和园,68m²,1200元/月,131 7556 0559,https://jx.fccs.com/rent/23164434.html
715,蔚蓝·澳洲花园,89m²,1600元/月,131 7556 0559,https://jx.fccs.com/rent/23163505.html
714,泰富商业广场,67m²,1350元/月,131 7556 0559,https://jx.fccs.com/rent/23163532.html
713,泾水公寓,80m²,1600元/月,131 7556 0559,https://jx.fccs.com/rent/23164490.html
712,信达格兰·上郡,125m²,1800元/月,137 5076 5107,https://jx.fccs.com/rent/23146369.html
711,江南摩尔,70m²,1200元/月,134 5620 3733,https://jx.fccs.com/rent/23131130.html
710,枫杨坊,75m²,1000元/月,131 7556 0559,https://jx.fccs.com/rent/23163513.html
709,中山·怡和园,70m²,1000元/月,131 7556 0559,https://jx.fccs.com/rent/23159386.html
708,怡景苑,176m²,3800元/月,159 5734 3183,https://jx.fccs.com/rent/23155518.html
707,三景花园,117m²,1700元/月,131 7556 0559,https://jx.fccs.com/rent/23163741.html
706,赞成·紫竹名苑,80m²,1600元/月,131 7556 0559,https://jx.fccs.com/rent/23163655.html
705,紫元·尚园,30m²,400元/月,133 5606 0948,https://jx.fccs.com/rent/23163578.html
704,皇都花苑,89m²,1500元/月,131 7556 0559,https://jx.fccs.com/rent/23163580.html
703,真合里,50m²,1000元/月,135 6734 6226,https://jx.fccs.com/rent/23164679.html
702,龙润壹城,138m²,2800元/月,159 5734 3183,https://jx.fccs.com/rent/23136788.html
701,金都夏宫·笛园,109m²,2500元/月,138 6739 1653,https://jx.fccs.com/rent/23155887.html
700,新文化广场,34m²,1320元/月,159 5736 6275,https://jx.fccs.com/rent/23073807.html
699,赞成·学仕苑,70m²,1900元/月,139 5734 6560,https://jx.fccs.com/rent/23159849.html
698,清风阁,123m²,2000元/月,131 0573 0625,https://jx.fccs.com/rent/23151163.html
697,五星苑,86m²,1200元/月,138 1905 8182,https://jx.fccs.com/rent/23156597.html
696,信达·翰林兰庭,95m²,3000元/月,159 5734 3183,https://jx.fccs.com/rent/23139661.html
695,金都夏宫·笛园,109m²,2200元/月,138 6739 1653,https://jx.fccs.com/rent/23158863.html
694,广益大厦,64m²,1600元/月,159 5734 3183,https://jx.fccs.com/rent/23161717.html
693,卫校宿舍,60m²,1100元/月,131 0573 0625,https://jx.fccs.com/rent/23151087.html
692,龙润壹城,143m²,2000元/月,159 5734 3183,https://jx.fccs.com/rent/23136751.html
691,鑫控·吴越学府,90m²,2100元/月,138 1905 8182,https://jx.fccs.com/rent/22899457.html
690,栅堰新村,60m²,1500元/月,131 0573 0625,https://jx.fccs.com/rent/23151193.html
689,抱月村,70m²,1500元/月,131 0573 0625,https://jx.fccs.com/rent/23151101.html
688,光明苑,76m²,1400元/月,131 0573 0625,https://jx.fccs.com/rent/23159854.html
687,绝缘厂宿舍,30m²,850元/月,131 0573 1609,https://jx.fccs.com/rent/23163466.html
686,秀水人家,76m²,1800元/月,131 0573 0625,https://jx.fccs.com/rent/23163748.html
685,勤俭路,76m²,1100元/月,131 0573 0625,https://jx.fccs.com/rent/23158672.html
684,鸿翔·鸿樾府,100m²,1600元/月,183 5735 1910,https://jx.fccs.com/rent/23154109.html
683,阳光广场,60m²,1300元/月,131 0573 0625,https://jx.fccs.com/rent/23162902.html
682,巴黎都市,40m²,1000元/月,136 6678 4904,https://jx.fccs.com/rent/22014981.html
681,巴黎都市,50m²,1450元/月,136 6678 4904,https://jx.fccs.com/rent/22394774.html
680,清风阁,120m²,2500元/月,131 0573 0625,https://jx.fccs.com/rent/23151367.html
679,清风阁,120m²,2300元/月,131 0573 0625,https://jx.fccs.com/rent/23151378.html
678,鸿翔百盛·东望金邸,147m²,2000元/月,153 9433 0311,https://jx.fccs.com/rent/23057135.html
677,东方新家园,66m²,2500元/月,153 9433 0311,https://jx.fccs.com/rent/23142751.html
676,恒鑫·文锦苑,83m²,2200元/月,183 5735 1910,https://jx.fccs.com/rent/23162096.html
675,月河花园,100m²,2100元/月,131 0573 0625,https://jx.fccs.com/rent/23161796.html
674,嘉业·阳光城,135m²,2600元/月,131 0573 1609,https://jx.fccs.com/rent/23155312.html
673,东方禾苑,132m²,2600元/月,183 5735 1910,https://jx.fccs.com/rent/23162153.html
672,城南花园,30m²,950元/月,131 0573 1609,https://jx.fccs.com/rent/23163464.html
671,吉杨里,60m²,1050元/月,135 6734 6226,https://jx.fccs.com/rent/23164740.html
670,隆腾广场·青春里,90m²,2500元/月,183 5735 1910,https://jx.fccs.com/rent/23163632.html
669,康桥花园,143m²,3000元/月,152 5730 8310,https://jx.fccs.com/rent/23164697.html
668,凯旋路财税宿舍,70m²,1600元/月,131 0573 1767,https://jx.fccs.com/rent/23146043.html
667,金地·都会艺境,89m²,1900元/月,183 5735 1910,https://jx.fccs.com/rent/23163600.html
666,蓝天嘉苑,123m²,2400元/月,136 6674 1401,https://jx.fccs.com/rent/22974653.html
665,世茂璀璨时代,95m²,2600元/月,183 5735 1910,https://jx.fccs.com/rent/23162229.html
664,万科·泊樾湾,123m²,3900元/月,183 5735 1910,https://jx.fccs.com/rent/23162177.html
663,常秀小区,138m²,2000元/月,131 0573 1767,https://jx.fccs.com/rent/23162464.html
662,康桥花园,143m²,3000元/月,183 5735 1910,https://jx.fccs.com/rent/23164092.html
661,南江公寓,68m²,2100元/月,183 5736 0913,https://jx.fccs.com/rent/23155475.html
660,放鹤洲花园,105m²,1800元/月,133 9573 5167,https://jx.fccs.com/rent/23142554.html
659,虹泰公寓,25m²,450元/月,131 0573 1767,https://jx.fccs.com/rent/23141133.html
658,文纬里,65m²,1480元/月,133 9573 5167,https://jx.fccs.com/rent/23150870.html
657,越秀里,58.2m²,1250元/月,133 9573 5167,https://jx.fccs.com/rent/23150663.html
656,西园弄,72m²,1350元/月,133 9573 5167,https://jx.fccs.com/rent/23138845.html
655,碧桂园·云栖里,89m²,1800元/月,183 5735 1910,https://jx.fccs.com/rent/23162205.html
654,格兰英郡,89m²,2000元/月,152 5730 8310,https://jx.fccs.com/rent/23164745.html
653,嘉富·好第坊克拉公馆,53m²,1500元/月,183 5735 1910,https://jx.fccs.com/rent/23162174.html
652,文昌里小区,57m²,650元/月,186 5739 1691,https://jx.fccs.com/rent/23136161.html
651,皇马公寓,120m²,2800元/月,137 3645 7717,https://jx.fccs.com/rent/23163072.html
650,米兰风景,89m²,3200元/月,137 3645 7717,https://jx.fccs.com/rent/23163014.html
649,康桥花园,94m²,3000元/月,137 5733 3252,https://jx.fccs.com/rent/23158157.html
648,桐乡开发区厂房出租,88000m²,3600元/月,133 5608 6336,https://jx.fccs.com/rent/22567896.html
647,鑫控·吴越学府,90m²,2000元/月,137 3646 2979,https://jx.fccs.com/rent/23081824.html
646,皇都花苑,90m²,800元/月,131 7556 0559,https://jx.fccs.com/rent/23164782.html
645,华梦锦园,120m²,2700元/月,131 0573 8861,https://jx.fccs.com/rent/23161904.html
644,巴黎都市,35m²,1150元/月,131 0573 8861,https://jx.fccs.com/rent/23149733.html
643,翰林府第,146m²,2700元/月,131 0573 8861,https://jx.fccs.com/rent/23129629.html
642,广益大厦,80m²,1800元/月,190 0573 6399,https://jx.fccs.com/rent/23144794.html
641,桂苑,89m²,800元/月,131 7556 0559,https://jx.fccs.com/rent/23164754.html
640,府南花园二期,75m²,1450元/月,131 0573 8861,https://jx.fccs.com/rent/23146221.html
639,烟湖苑,76m²,950元/月,131 0573 8861,https://jx.fccs.com/rent/23157453.html
638,冶金二村,55m²,900元/月,131 0573 8861,https://jx.fccs.com/rent/23161043.html
637,吉明里,55m²,1200元/月,133 9573 5167,https://jx.fccs.com/rent/23153273.html
636,泾水,67m²,1200元/月,131 7556 0559,https://jx.fccs.com/rent/23164733.html
635,经开区工业厂房出租,45000m²,4000元/月,133 5608 6336,https://jx.fccs.com/rent/22734152.html
634,万家花园,70m²,1300元/月,131 7556 0559,https://jx.fccs.com/rent/23164780.html
633,枫杨坊,57m²,1000元/月,131 0573 8861,https://jx.fccs.com/rent/23141207.html
632,赞成·学仕苑,70m²,1700元/月,138 6732 0629,https://jx.fccs.com/rent/23153622.html
631,文纬里,60m²,1300元/月,136 2676 8742,https://jx.fccs.com/rent/23164799.html
630,桂苑,68m²,1200元/月,131 7556 0559,https://jx.fccs.com/rent/23164773.html
629,万家花园,80m²,1600元/月,131 7556 0559,https://jx.fccs.com/rent/23164793.html
628,天城园林居,126m²,2000元/月,136 2676 8742,https://jx.fccs.com/rent/23164774.html
627,双溪花园,125m²,1600元/月,132 5232 7965,https://jx.fccs.com/rent/23128651.html
626,万家花园,79m²,1300元/月,131 7556 0559,https://jx.fccs.com/rent/23164770.html
625,天城园林居,45m²,1300元/月,136 2676 8742,https://jx.fccs.com/rent/23164779.html
624,世茂璀璨时代,95m²,2600元/月,136 0573 8512,https://jx.fccs.com/rent/23154093.html
623,景湖花园,65m²,1300元/月,132 5232 7965,https://jx.fccs.com/rent/23128593.html
622,景湖花园,65m²,1200元/月,132 5232 7965,https://jx.fccs.com/rent/23121607.html
621,文昌里小区,60m²,1500元/月,136 2676 8742,https://jx.fccs.com/rent/23164827.html
620,赞成·紫竹名苑,89m²,1800元/月,132 5232 7965,https://jx.fccs.com/rent/23128604.html
619,荣盛·祥云府,89m²,1600元/月,158 2572 2502,https://jx.fccs.com/rent/23164794.html
618,双溪花园,100m²,1500元/月,132 5232 7965,https://jx.fccs.com/rent/23124119.html
617,中梁·秀湖壹号院,80m²,2300元/月,188 6838 9292,https://jx.fccs.com/rent/23161910.html
616,新文化广场,49m²,1400元/月,153 5661 4949,https://jx.fccs.com/rent/22981043.html
615,景湖花园,65m²,1050元/月,132 5232 7965,https://jx.fccs.com/rent/23127054.html
614,天城园林居,70m²,1500元/月,136 2676 8742,https://jx.fccs.com/rent/23164772.html
613,当代华府,88m²,2000元/月,132 5232 7965,https://jx.fccs.com/rent/23127052.html
612,融寓（中纬大厦）,50m²,1400元/月,136 2676 8742,https://jx.fccs.com/rent/23164825.html
611,四季香公寓,60m²,1100元/月,137 0673 8717,https://jx.fccs.com/rent/23156867.html
610,怡南花园,127m²,2100元/月,134 8631 6830,https://jx.fccs.com/rent/23128578.html
609,鑫控·吴越学府,110m²,2900元/月,137 0673 8717,https://jx.fccs.com/rent/23151823.html
608,金穗太阳城,260m²,6000元/月,137 0673 8717,https://jx.fccs.com/rent/23149511.html
607,运南社区,53m²,1900元/月,134 8631 6830,https://jx.fccs.com/rent/23142712.html
606,景湖花园,108m²,1900元/月,132 5232 7965,https://jx.fccs.com/rent/23154167.html
605,龙润壹城,105m²,1800元/月,132 5232 7965,https://jx.fccs.com/rent/23160902.html
604,双溪花园,65m²,1900元/月,132 5232 7965,https://jx.fccs.com/rent/23140931.html
603,秀城公寓,98m²,2100元/月,137 0673 8717,https://jx.fccs.com/rent/23163494.html
602,环城西路农经局宿舍,89m²,1300元/月,137 0673 8717,https://jx.fccs.com/rent/23158922.html
601,龙湖坤和·朗润园,100m²,3800元/月,137 0673 8717,https://jx.fccs.com/rent/23151243.html
600,精严寺街,55m²,1100元/月,137 0673 8717,https://jx.fccs.com/rent/23158961.html
599,加洲长岛,90m²,1500元/月,137 0673 8717,https://jx.fccs.com/rent/23153233.html
598,双溪花园,108m²,1100元/月,132 5232 7965,https://jx.fccs.com/rent/23149183.html
597,万科·海上传奇Ⅱ,138m²,3900元/月,134 8631 6830,https://jx.fccs.com/rent/23141542.html
596,四季香公寓,65m²,1300元/月,137 0673 8717,https://jx.fccs.com/rent/23158959.html
595,建南公寓,158m²,2200元/月,137 0673 8717,https://jx.fccs.com/rent/23140246.html
594,信达·翰林兰庭,90m²,1900元/月,132 5232 7965,https://jx.fccs.com/rent/23140131.html
593,吉杨里,54m²,1050元/月,133 5606 0948,https://jx.fccs.com/rent/23164814.html
592,嘉航船厂宿舍,60m²,1200元/月,137 0673 8717,https://jx.fccs.com/rent/23156871.html
591,望鹤苑,180m²,3500元/月,131 0573 1609,https://jx.fccs.com/rent/23135117.html
590,嘉新职工公寓,20m²,585元/月,132 5573 8366,https://jx.fccs.com/rent/20398523.html
589,盛世豪庭·香园,25m²,650元/月,150 6837 7888,https://jx.fccs.com/rent/23087994.html
588,旭辉广场,51m²,1900元/月,177 5739 3236,https://jx.fccs.com/rent/23161564.html
587,嘉新职工公寓,18m²,450元/月,132 5573 8366,https://jx.fccs.com/rent/20398558.html
586,宝格丽公馆,82m²,2400元/月,137 3827 1737,https://jx.fccs.com/rent/23155228.html
585,文星花园·汇龙苑,43m²,1600元/月,133 6230 6757,https://jx.fccs.com/rent/22972560.html
584,永泰广场,150m²,3800元/月,186 5739 9009,https://jx.fccs.com/rent/23164873.html
583,秀洲花园,90m²,2000元/月,186 5739 9009,https://jx.fccs.com/rent/23164854.html
582,秀洲花园,115m²,2300元/月,186 5739 9009,https://jx.fccs.com/rent/23164859.html
581,景湖花园,100m²,1800元/月,132 5232 7965,https://jx.fccs.com/rent/23140968.html
580,云东公寓,101m²,2300元/月,177 5739 3236,https://jx.fccs.com/rent/22546910.html
579,中梁·秀湖壹号院,159m²,3500元/月,131 0573 1609,https://jx.fccs.com/rent/23123150.html
578,景湖花园,65m²,1500元/月,132 5232 7965,https://jx.fccs.com/rent/23140932.html
577,香港兴业·御缇湾,450m²,5500元/月,131 0573 1609,https://jx.fccs.com/rent/23135113.html
576,当代华府,88m²,2100元/月,132 5232 7965,https://jx.fccs.com/rent/23143980.html
575,泾水公寓,67m²,1250元/月,159 6831 9615,https://jx.fccs.com/rent/23155961.html
574,元一柏庄,140m²,3800元/月,136 2676 8742,https://jx.fccs.com/rent/23164860.html
573,盛世豪庭·香园,20m²,550元/月,150 6837 7888,https://jx.fccs.com/rent/23126463.html
572,英伦都市,125m²,3200元/月,158 5838 2013,https://jx.fccs.com/rent/23123180.html
571,世合·理想大地·至美里,190m²,2000元/月,132 5573 8366,https://jx.fccs.com/rent/23111815.html
570,巴黎都市,143m²,2800元/月,139 6733 6041,https://jx.fccs.com/rent/23164292.html
569,鹿都景苑,65m²,2100元/月,131 0573 1926,https://jx.fccs.com/rent/23164880.html
568,紫阳公寓,120m²,1900元/月,132 5573 8366,https://jx.fccs.com/rent/23110692.html
567,旭辉广场,58m²,1850元/月,181 1752 7707,https://jx.fccs.com/rent/22953456.html
566,风清云都,42m²,1400元/月,183 5733 2816,https://jx.fccs.com/rent/23154807.html
565,大树·英格澜,98m²,900元/月,132 5573 8366,https://jx.fccs.com/rent/23126048.html
564,探花苑,96m²,1900元/月,139 6733 6041,https://jx.fccs.com/rent/23164306.html
563,开元万科·滨河道花苑,143m²,7500元/月,182 6732 6752,https://jx.fccs.com/rent/23156130.html
562,三水湾教工宿舍,98m²,1700元/月,139 6733 6041,https://jx.fccs.com/rent/23164287.html
561,云洲苑,167m²,2600元/月,139 6733 6041,https://jx.fccs.com/rent/23164291.html
560,三秀弄,68m²,1850元/月,181 1752 7707,https://jx.fccs.com/rent/22953496.html
559,协和广场,50m²,1100元/月,189 6930 0646,https://jx.fccs.com/rent/23146788.html
558,越秀花园,118m²,2600元/月,157 1261 1269,https://jx.fccs.com/rent/23155736.html
557,荣安阳光城·晴雪园,245m²,6000元/月,152 5730 8310,https://jx.fccs.com/rent/23164943.html
556,秀洲花园,90m²,2000元/月,136 5571 3460,https://jx.fccs.com/rent/22684740.html
555,探花苑,70m²,1650元/月,139 6733 6041,https://jx.fccs.com/rent/23164289.html
554,大树彩红里,96m²,1880元/月,133 4600 7756,https://jx.fccs.com/rent/23120840.html
553,嘉业·阳光城,140m²,2500元/月,132 5573 8366,https://jx.fccs.com/rent/23116970.html
552,水仙坊,78m²,1500元/月,133 7573 3573,https://jx.fccs.com/rent/23154072.html
551,天星湖市政宿舍,45m²,900元/月,137 3825 3350,https://jx.fccs.com/rent/23160533.html
550,昌盛花园,75m²,1800元/月,137 5733 5000,https://jx.fccs.com/rent/23109659.html
549,万家花园,118m²,1800元/月,133 7573 3573,https://jx.fccs.com/rent/23138558.html
548,文贤公馆,50m²,1300元/月,133 4600 7756,https://jx.fccs.com/rent/23159172.html
547,鹭栖湖,110m²,900元/月,133 7573 3573,https://jx.fccs.com/rent/23142515.html
546,菱香坊,50m²,1000元/月,133 7573 3573,https://jx.fccs.com/rent/23159834.html
545,桂苑小区,78m²,1200元/月,133 7573 3573,https://jx.fccs.com/rent/23155024.html
544,金都·南德大院,80m²,2100元/月,152 5730 8310,https://jx.fccs.com/rent/23164938.html
543,新中国际,50m²,900元/月,137 5733 5000,https://jx.fccs.com/rent/23105682.html
542,新中国际,50m²,1600元/月,137 5733 5000,https://jx.fccs.com/rent/23163777.html
541,常睦公寓,141m²,2300元/月,137 5733 5000,https://jx.fccs.com/rent/23112000.html
540,魏家门,40m²,750元/月,159 6837 2662,https://jx.fccs.com/rent/23102895.html
539,新中国际,50m²,750元/月,137 5733 5000,https://jx.fccs.com/rent/23105686.html
538,格林小镇,130m²,2600元/月,150 6738 8209,https://jx.fccs.com/rent/23159343.html
537,荣安堂樾庄,143m²,5900元/月,153 2533 8713,https://jx.fccs.com/rent/23164939.html
536,信达君望里,99m²,1500元/月,137 5839 4643,https://jx.fccs.com/rent/23137489.html
535,中梁·秀湖壹号院,89m²,3000元/月,158 5732 9796,https://jx.fccs.com/rent/23164948.html
534,农翔苑,78m²,1000元/月,133 7573 3573,https://jx.fccs.com/rent/23142552.html
533,农翔苑,70m²,800元/月,133 7573 3573,https://jx.fccs.com/rent/23142551.html
532,荣安·林语芳庭,117m²,3100元/月,137 5733 5000,https://jx.fccs.com/rent/23145944.html
531,嘉禾金茂府,137m²,1500元/月,137 5733 5000,https://jx.fccs.com/rent/23158209.html
530,苏嘉·久境园,109m²,4500元/月,137 5733 5000,https://jx.fccs.com/rent/23156787.html
529,万科·海上传奇Ⅱ,99.35m²,3500元/月,137 5733 5000,https://jx.fccs.com/rent/23081999.html
528,万科·海上传奇Ⅱ,82.46m²,3500元/月,137 5733 5000,https://jx.fccs.com/rent/23161484.html
527,中海·明德里,100m²,3000元/月,137 5733 5000,https://jx.fccs.com/rent/23095911.html
526,中行公寓,77m²,1700元/月,137 5733 5000,https://jx.fccs.com/rent/23139242.html
525,阳光城·中山府,88m²,2600元/月,137 5733 5000,https://jx.fccs.com/rent/23141801.html
524,赞成·清华府邸,133.43m²,2500元/月,137 5733 5000,https://jx.fccs.com/rent/23156728.html
523,巨匠·义圣名苑,141m²,4600元/月,137 5733 5000,https://jx.fccs.com/rent/23086280.html
522,万科·海上传奇,89m²,3200元/月,137 5733 5000,https://jx.fccs.com/rent/23156485.html
521,旭辉御府,50m²,1800元/月,137 5733 5000,https://jx.fccs.com/rent/23157822.html
520,嘉城景帆苑,59m²,1400元/月,137 5733 5000,https://jx.fccs.com/rent/23127091.html
519,万科·海上传奇Ⅱ,89m²,3500元/月,137 5733 5000,https://jx.fccs.com/rent/23089744.html
